typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","19940101","1994","52","1994","96","BRN","Brunei Darussalam","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0","false","-1","N/A",,"false",,"false",,"false","396",,"396","0","true","false",
"C","A","19940101","1994","52","1994","96","BRN","Brunei Darussalam","M","Import","899","_X ","Areas, nes","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0","false","-1","N/A",,"false",,"false",,"false","396",,"396","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","460277375","false","-1","N/A",,"false","460277375","false",,"false",,"220118701","220118701","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","124","CAN","Canada","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15291000","false","-1","N/A",,"false","15291000","false",,"false",,"4079424","4079424","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","156","CHN","China","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","58306500","false","-1","N/A",,"false","58306500","false",,"false",,"25997399","25997399","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","276","DEU","Germany","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","826000","false","-1","N/A",,"false","826000","false",,"false",,"1539385","1539385","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","392","JPN","Japan","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","351571250","false","-1","N/A",,"false","351571250","false",,"false",,"181912875","181912875","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","410","KOR","Rep. of Korea","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10010000","false","-1","N/A",,"false","10010000","false",,"false",,"265790","265790","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","604","PER","Peru","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24268000","false","-1","N/A",,"false","24268000","false",,"false",,"6321000","6321000","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","X","Export","842","USA","USA","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4625","false","-1","N/A",,"false","4625","false",,"false",,"2828","2828","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","X","Export","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","145671","false","-1","N/A",,"false","145671","false",,"false",,"155066","155066","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","X","Export","152","CHL","Chile","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35160","false","-1","N/A",,"false","35160","false",,"false",,"18022","18022","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","X","Export","604","PER","Peru","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","110511","false","-1","N/A",,"false","110511","false",,"false",,"137044","137044","0","true","false",
"C","A","19940101","1994","52","1994","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20000","false","-1","N/A",,"false","20000","false",,"false",,"6000","6000","0","true","false",
"C","A","19940101","1994","52","1994","76","BRA","Brazil","X","Export","604","PER","Peru","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20000","false","-1","N/A",,"false","20000","false",,"false",,"6000","6000","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","181746696","false","-1","N/A",,"false","181746696","false",,"false",,"294434108","294434108","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","36","AUS","Australia","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2935937","false","-1","N/A",,"false","2935937","false",,"false",,"5140807","5140807","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","100","BGR","Bulgaria","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2226875","false","-1","N/A",,"false","2226875","false",,"false",,"3188150","3188150","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","152","CHL","Chile","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12903347","false","-1","N/A",,"false","12903347","false",,"false",,"26787758","26787758","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","360","IDN","Indonesia","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5984140","false","-1","N/A",,"false","5984140","false",,"false",,"18309653","18309653","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","380","ITA","Italy","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","330000","false","-1","N/A",,"false","330000","false",,"false",,"504914","504914","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","484","MEX","Mexico","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","285125","false","-1","N/A",,"false","285125","false",,"false",,"223380","223380","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","604","PER","Peru","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3683500","false","-1","N/A",,"false","3683500","false",,"false",,"7851538","7851538","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","620","PRT","Portugal","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20103152","false","-1","N/A",,"false","20103152","false",,"false",,"30751635","30751635","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","839","XX ","Special Categories","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","96933","false","-1","N/A",,"false","96933","false",,"false",,"71824","71824","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","842","USA","USA","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","133197687","false","-1","N/A",,"false","133197687","false",,"false",,"201604449","201604449","0","true","false",
"C","A","19940101","1994","52","1994","144","LKA","Sri Lanka","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","33626","false","-1","N/A",,"false","33626","false",,"false","15111",,"15111","0","true","false",
"C","A","19940101","1994","52","1994","144","LKA","Sri Lanka","M","Import","410","KOR","Rep. of Korea","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","33601","false","-1","N/A",,"false","33601","false",,"false","15080",,"15080","0","true","false",
"C","A","19940101","1994","52","1994","144","LKA","Sri Lanka","M","Import","899","_X ","Areas, nes","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25","false","-1","N/A",,"false","25","false",,"false","31",,"31","0","true","false",
"C","A","19940101","1994","52","1994","152","CHL","Chile","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14563","false","-1","N/A",,"false","14563","false",,"false","7539",,"7539","0","true","false",
"C","A","19940101","1994","52","1994","152","CHL","Chile","M","Import","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14500","false","-1","N/A",,"false","14500","false",,"false","5761",,"5761","0","true","false",
"C","A","19940101","1994","52","1994","152","CHL","Chile","M","Import","392","JPN","Japan","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18","false","-1","N/A",,"false","18","false",,"false","1302",,"1302","0","true","false",
"C","A","19940101","1994","52","1994","152","CHL","Chile","M","Import","899","_X ","Areas, nes","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45","false","-1","N/A",,"false","45","false",,"false","476",,"476","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","248707654","false","-1","N/A",,"false","248707654","false",,"false","106267811",,"106267811","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","36","AUS","Australia","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46376226","false","-1","N/A",,"false","46376226","false",,"false","22598167",,"22598167","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","104","MMR","Myanmar","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","78851","false","-1","N/A",,"false","78851","false",,"false","11788",,"11788","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","152","CHL","Chile","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22064117","false","-1","N/A",,"false","22064117","false",,"false","15888531",,"15888531","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","324","GIN","Guinea","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9970000","false","-1","N/A",,"false","9970000","false",,"false","9401110",,"9401110","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5062","false","-1","N/A",,"false","5062","false",,"false","4483",,"4483","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","360","IDN","Indonesia","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4917226","false","-1","N/A",,"false","4917226","false",,"false","2573479",,"2573479","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","364","IRN","Iran","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9346046","false","-1","N/A",,"false","9346046","false",,"false","4579563",,"4579563","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","408","PRK","Dem. People's Rep. of Korea","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5917847","false","-1","N/A",,"false","5917847","false",,"false","740431",,"740431","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","410","KOR","Rep. of Korea","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","209691","false","-1","N/A",,"false","209691","false",,"false","63076",,"63076","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","490","S19","Other Asia, nes","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","94035","false","-1","N/A",,"false","94035","false",,"false","37833",,"37833","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","496","MNG","Mongolia","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","91542312","false","-1","N/A",,"false","91542312","false",,"false","30343272",,"30343272","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","604","PER","Peru","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19221500","false","-1","N/A",,"false","19221500","false",,"false","8314613",,"8314613","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","608","PHL","Philippines","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4210000","false","-1","N/A",,"false","4210000","false",,"false","1778270",,"1778270","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","643","RUS","Russian Federation","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26877019","false","-1","N/A",,"false","26877019","false",,"false","6597953",,"6597953","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","711","ZA1","Southern African Customs Union (...1999)","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4868398","false","-1","N/A",,"false","4868398","false",,"false","2691397",,"2691397","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","764","THA","Thailand","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2000000","false","-1","N/A",,"false","2000000","false",,"false","421052",,"421052","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","826","GBR","United Kingdom","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","985875","false","-1","N/A",,"false","985875","false",,"false","214830",,"214830","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","842","USA","USA","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19449","false","-1","N/A",,"false","19449","false",,"false","7780",,"7780","0","true","false",
"C","A","19940101","1994","52","1994","156","CHN","China","M","Import","899","_X ","Areas, nes","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4000","false","-1","N/A",,"false","4000","false",,"false","183",,"183","0","true","false",
"C","A","19940101","1994","52","1994","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1500","false","-1","N/A",,"false","1500","false",,"false","4416",,"4416","0","true","false",
"C","A","19940101","1994","52","1994","170","COL","Colombia","M","Import","842","USA","USA","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1500","false","-1","N/A",,"false","1500","false",,"false","4416",,"4416","0","true","false",
"C","A","19940101","1994","52","1994","188","CRI","Costa Rica","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","398","false","-1","N/A",,"false","398","false",,"false","3639",,"3639","0","true","false",
"C","A","19940101","1994","52","1994","188","CRI","Costa Rica","M","Import","842","USA","USA","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","398","false","-1","N/A",,"false","398","false",,"false","3639",,"3639","0","true","false",
"C","A","19940101","1994","52","1994","203","CZE","Czechia","M","Import","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11464","false","-1","N/A",,"false","11464","false",,"false",,"8163","8163","0","true","false",
"C","A","19940101","1994","52","1994","203","CZE","Czechia","M","Import","703","SVK","Slovakia","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10312","false","-1","N/A",,"false","10312","false",,"false",,"7606","7606","0","true","false",
"C","A","19940101","1994","52","1994","203","CZE","Czechia","M","Import","899","_X ","Areas, nes","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1152","false","-1","N/A",,"false","1152","false",,"false",,"557","557","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","219422645","false","-1","N/A",,"false","219422645","false",,"false",,"370569450","370569450","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","X","Export","76","BRA","Brazil","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4110855","false","-1","N/A",,"false","4110855","false",,"false",,"7691109","7691109","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","X","Export","251","FRA","France","0","W00","World","H0","HS","true","260300","Copper ores and concentrates","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","967812","false","-1","N/A",,"false","967812","false",,"false",,"181227","181227","0","true","false",
