typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20140101","2014","52","2014","24","AGO","Angola","M","Import","620","PRT","Portugal","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22295","false","-1","N/A",,"false","22295","false",,"false","37042",,"37042","0","true","false",
"C","A","20140101","2014","52","2014","24","AGO","Angola","M","Import","710","ZAF","South Africa","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5011","false","-1","N/A",,"false","5011","false",,"false","8985",,"8985","0","true","false",
"C","A","20140101","2014","52","2014","24","AGO","Angola","M","Import","724","ESP","Spain","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23","false","-1","N/A",,"false","23","false",,"false","6915",,"6915","0","true","false",
"C","A","20140101","2014","52","2014","24","AGO","Angola","M","Import","804","UKR","Ukraine","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3454","false","-1","N/A",,"false","3454","false",,"false","686",,"686","0","true","false",
"C","A","20140101","2014","52","2014","32","ARG","Argentina","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2891.29","false","8","kg","2891.29","false","2891.29","false",,"false","42056.5","36475.86","42056.5","0","false","true",
"C","A","20140101","2014","52","2014","32","ARG","Argentina","M","Import","156","CHN","China","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2810","false","8","kg","2810","false","2810","false",,"false","23495.83","19806.24","23495.83","0","false","true",
"C","A","20140101","2014","52","2014","32","ARG","Argentina","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","80.02","false","8","kg","80.02","false","80.02","false",,"false","16631.27","14983.98","16631.27","0","false","true",
"C","A","20140101","2014","52","2014","32","ARG","Argentina","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1.27","false","8","kg","1.27","false","1.27","false",,"false","1929.4","1685.64","1929.4","0","false","true",
"C","A","20140101","2014","52","2014","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1110","false","-1","N/A",,"false","1110","false",,"false",,"30302","30302","0","true","false",
"C","A","20140101","2014","52","2014","36","AUS","Australia","M","Import","40","AUT","Austria","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false",,"6930","6930","0","true","false",
"C","A","20140101","2014","52","2014","36","AUS","Australia","M","Import","156","CHN","China","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","272","false","-1","N/A",,"false","272","false",,"false",,"4521","4521","0","true","false",
"C","A","20140101","2014","52","2014","36","AUS","Australia","M","Import","528","NLD","Netherlands","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","90","false","-1","N/A",,"false","90","false",,"false",,"3214","3214","0","true","false",
"C","A","20140101","2014","52","2014","36","AUS","Australia","M","Import","643","RUS","Russian Federation","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0","false","-1","N/A",,"false",,"false",,"false",,"1259","1259","0","true","false",
"C","A","20140101","2014","52","2014","36","AUS","Australia","M","Import","826","GBR","United Kingdom","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18","false","-1","N/A",,"false","18","false",,"false",,"1109","1109","0","true","false",
"C","A","20140101","2014","52","2014","36","AUS","Australia","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","727","false","-1","N/A",,"false","727","false",,"false",,"13268","13268","0","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","341376","true","-1","N/A",,"false","341376","true",,"false","119963",,"119963","6","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","56","BEL","Belgium","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","178100","false","-1","N/A",,"false","178100","false",,"false","38101",,"38101","0","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","70","BIH","Bosnia Herzegovina","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","145300","false","-1","N/A",,"false","145300","false",,"false","31764",,"31764","0","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","156","CHN","China","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","100","false","-1","N/A",,"false","100","false",,"false","404",,"404","0","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","251","FRA","France","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","72","true","-1","N/A",,"false","72","true",,"false","25",,"25","6","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","800","false","-1","N/A",,"false","800","false",,"false","27404",,"27404","0","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","528","NLD","Netherlands","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","605","true","-1","N/A",,"false","605","true",,"false","213",,"213","6","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","705","SVN","Slovenia","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10000","false","-1","N/A",,"false","10000","false",,"false","19803",,"19803","0","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","826","GBR","United Kingdom","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","272","true","-1","N/A",,"false","272","true",,"false","96",,"96","6","true","false",
"C","A","20140101","2014","52","2014","40","AUT","Austria","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6127","true","-1","N/A",,"false","6127","true",,"false","2153",,"2153","6","true","false",
"C","A","20140101","2014","52","2014","44","BHS","Bahamas","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1766","false","-1","N/A",,"false","1766","false",,"false","7712",,"7712","0","true","false",
"C","A","20140101","2014","52","2014","44","BHS","Bahamas","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1766","false","-1","N/A",,"false","1766","false",,"false","7712",,"7712","0","true","false",
"C","A","20140101","2014","52","2014","48","BHR","Bahrain","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","44707","false","-1","N/A",,"false","44707","false",,"false","46490",,"46490","0","true","false",
"C","A","20140101","2014","52","2014","48","BHR","Bahrain","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false","170",,"170","0","true","false",
"C","A","20140101","2014","52","2014","48","BHR","Bahrain","M","Import","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1500","false","-1","N/A",,"false","1500","false",,"false","3195",,"3195","0","true","false",
"C","A","20140101","2014","52","2014","48","BHR","Bahrain","M","Import","699","IND","India","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5","false","-1","N/A",,"false","5","false",,"false","98",,"98","0","true","false",
"C","A","20140101","2014","52","2014","48","BHR","Bahrain","M","Import","710","ZAF","South Africa","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","43200","false","-1","N/A",,"false","43200","false",,"false","43028",,"43028","0","true","false",
"C","A","20140101","2014","52","2014","51","ARM","Armenia","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false","104",,"104","0","true","false",
"C","A","20140101","2014","52","2014","51","ARM","Armenia","M","Import","643","RUS","Russian Federation","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false","104",,"104","0","true","false",
"C","A","20140101","2014","52","2014","52","BRB","Barbados","M","Import","0","W00","World","0","W00","World","H2","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","61","false","-1","N/A",,"false","61","false",,"false","243",,"243","0","true","false",
"C","A","20140101","2014","52","2014","52","BRB","Barbados","M","Import","842","USA","USA","0","W00","World","H2","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","61","false","-1","N/A",,"false","61","false",,"false","243",,"243","0","true","false",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6485.7","false","8","kg","6485.7","false","6485.7","false","0","false","352156.117","0","352156.117","0","false","true",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","251","FRA","France","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25.34","false","8","kg","25.34","false","25.34","false","0","false","7845.038","0","7845.038","0","true","false",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","741.6","false","8","kg","741.6","false","741.6","false","0","false","71651.451","0","71651.451","0","true","false",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","528","NLD","Netherlands","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","359.01","false","8","kg","359.01","false","359.01","false","0","false","1905.432","0","1905.432","0","true","false",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","699","IND","India","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2380","false","8","kg","2380","false","2380","false","0","false","28285.41","0","28285.41","0","true","false",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","702","SGP","Singapore","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","1.634","0","1.634","0","true","false",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","826","GBR","United Kingdom","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5.28","false","8","kg","5.28","false","5.28","false","0","false","828.848","0","828.848","0","true","false",
"C","A","20140101","2014","52","2014","56","BEL","Belgium","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2972.47","false","8","kg","2972.47","false","2972.47","false","0","false","241638.304","0","241638.304","0","true","false",
"C","A","20140101","2014","52","2014","60","BMU","Bermuda","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50","false","-1","N/A",,"false","50","false",,"false","9000",,"9000","0","true","false",
"C","A","20140101","2014","52","2014","60","BMU","Bermuda","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50","false","-1","N/A",,"false","50","false",,"false","9000",,"9000","0","true","false",
"C","A","20140101","2014","52","2014","68","BOL","Bolivia (Plurinational State of)","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","125","false","8","kg","125","false","63.04","false",,"false","429.45","391.14","429.45","0","false","true",
"C","A","20140101","2014","52","2014","68","BOL","Bolivia (Plurinational State of)","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","125","false","8","kg","125","false","63.04","false",,"false","429.45","391.14","429.45","0","false","true",
"C","A","20140101","2014","52","2014","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7","false","-1","N/A",,"false","7","false",,"false","453",,"453","0","true","false",
"C","A","20140101","2014","52","2014","70","BIH","Bosnia Herzegovina","M","Import","380","ITA","Italy","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5","false","-1","N/A",,"false","5","false",,"false","27",,"27","0","true","false",
"C","A","20140101","2014","52","2014","70","BIH","Bosnia Herzegovina","M","Import","528","NLD","Netherlands","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false","5",,"5","0","true","false",
"C","A","20140101","2014","52","2014","70","BIH","Bosnia Herzegovina","M","Import","705","SVN","Slovenia","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false","421",,"421","0","true","false",
"C","A","20140101","2014","52","2014","72","BWA","Botswana","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5951","false","8","kg","5951","false","5951","false","0","false","4252.438",,"4252.438","0","false","true",
"C","A","20140101","2014","52","2014","72","BWA","Botswana","M","Import","710","ZAF","South Africa","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5951","false","8","kg","5951","false","5951","false","0","false","4252.438",,"4252.438","0","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","170761.18","true","8","kg","169385","false","170761.18","true","0","false","941173","921842","941173","6","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","56","BEL","Belgium","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13.608","true","8","kg","0","false","13.608","true","0","false","75","74","75","6","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","156","CHN","China","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","168400","false","8","kg","168400","false","168400","false","0","false","899329","882493","899329","0","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","251","FRA","France","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","200.485","true","8","kg","0","false","200.485","true","0","false","1105","941","1105","6","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26.852","true","8","kg","0","false","26.852","true","0","false","148","147","148","6","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","48.08","true","8","kg","0","false","48.08","true","0","false","265","259","265","6","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","699","IND","India","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","70","false","8","kg","70","false","70","false","0","false","14299","13619","14299","0","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","710","ZAF","South Africa","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51","false","8","kg","51","false","51","false","0","false","13835","12831","13835","0","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","724","ESP","Spain","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","121","120","121","0","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","757","CHE","Switzerland","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21.148","true","8","kg","5","false","21.148","true","0","false","1544","1445","1544","6","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1927.007","true","8","kg","856","false","1927.007","true","0","false","10452","9913","10452","6","false","true",
"C","A","20140101","2014","52","2014","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5824","false","-1","N/A",,"false","5824","false",,"false","1656",,"1656","0","true","false",
"C","A","20140101","2014","52","2014","84","BLZ","Belize","M","Import","842","USA","USA","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5824","false","-1","N/A",,"false","5824","false",,"false","1656",,"1656","0","true","false",
"C","A","20140101","2014","52","2014","96","BRN","Brunei Darussalam","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false","508",,"508","0","true","false",
"C","A","20140101","2014","52","2014","96","BRN","Brunei Darussalam","M","Import","702","SGP","Singapore","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false","137",,"137","0","true","false",
"C","A","20140101","2014","52","2014","96","BRN","Brunei Darussalam","M","Import","826","GBR","United Kingdom","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false","371",,"371","0","true","false",
"C","A","20140101","2014","52","2014","100","BGR","Bulgaria","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","450","false","-1","N/A",,"false","450","false",,"false","2054",,"2054","0","true","false",
"C","A","20140101","2014","52","2014","100","BGR","Bulgaria","M","Import","724","ESP","Spain","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","450","false","-1","N/A",,"false","450","false",,"false","2054",,"2054","0","true","false",
"C","A","20140101","2014","52","2014","104","MMR","Myanmar","M","Import","0","W00","World","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","90665.2","false","8","kg","90665.2","false","90665.2","false","0","false","92328.36",,"92328.36","0","false","true",
"C","A","20140101","2014","52","2014","104","MMR","Myanmar","M","Import","156","CHN","China","0","W00","World","H4","HS","true","280519","Alkali or alkali-earth metals; other than sodium and calcium","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","48275","false","8","kg","48275","false","48275","false","0","false","67856.23",,"67856.23","0","false","true",
