0	0	75
0	1	7
0	1	10
0	1	15
0	1	27
0	1	33
0	1	34
0	1	43
0	1	75
0	1	45
0	1	59
0	1	60
0	2	31
0	2	53
0	2	56
0	3	15
0	3	17
0	3	28
0	3	31
0	4	6
0	4	7
0	4	15
0	4	17
0	4	38
0	4	75
0	4	53
0	5	9
0	5	45
0	6	81
0	6	45
0	7	1
0	7	6
0	7	17
0	7	19
0	7	33
0	7	34
0	7	38
0	7	46
0	7	59
0	8	54
0	9	1
0	9	2
0	9	6
0	9	7
0	9	8
0	9	10
0	9	15
0	9	17
0	9	65
0	9	33
0	9	34
0	9	75
0	9	45
0	9	46
0	9	51
0	9	54
0	9	59
0	10	15
0	10	21
0	10	25
0	10	33
0	10	75
0	10	49
0	10	51
0	11	17
0	11	31
0	11	33
0	12	33
0	13	15
0	14	53
0	15	2
0	15	17
0	15	65
0	15	19
0	15	170
0	15	38
0	15	43
0	15	75
0	15	48
0	15	143
0	16	44
0	16	75
0	17	7
0	17	15
0	17	31
0	17	33
0	18	54
0	19	15
0	19	37
0	19	59
0	20	52
0	21	1
0	21	8
0	21	10
0	21	15
0	21	65
0	21	29
0	21	34
0	21	43
0	21	44
0	21	75
0	21	48
0	21	54
0	21	59
0	22	15
0	23	10
0	24	65
0	25	10
0	26	7
0	27	0
0	27	1
0	27	6
0	27	7
0	27	10
0	27	15
0	27	17
0	27	33
0	27	34
0	27	75
0	27	46
0	27	52
0	27	59
0	28	0
0	28	75
0	29	10
0	29	15
0	29	16
0	29	19
0	29	21
0	29	31
0	30	6
0	30	10
0	30	75
0	31	7
0	31	15
0	31	75
0	31	76
0	31	52
0	32	0
0	33	9
0	33	21
0	33	50
0	33	52
0	34	10
0	34	25
0	34	27
0	34	33
0	34	110
0	35	15
0	36	53
0	37	3
0	37	8
0	37	15
0	37	17
0	38	7
0	38	59
0	39	4
0	40	10
0	40	33
0	41	10
0	41	33
0	41	34
0	41	53
0	42	15
0	42	33
0	43	15
0	43	21
0	43	27
0	43	56
0	44	65
0	45	3
0	45	6
